dataset,split,example_idx,setup_id,annotator_id,status,start,end
quintd1-gsmarena,test,97,gpt-35,,finished,,
quintd1-gsmarena,test,98,gpt-35,,finished,,
quintd1-gsmarena,test,99,gpt-35,,finished,,
quintd1-gsmarena,test,0,llama2,,finished,,
quintd1-gsmarena,test,1,llama2,,finished,,
quintd1-gsmarena,test,2,llama2,,finished,,
quintd1-gsmarena,test,3,llama2,,finished,,
quintd1-gsmarena,test,4,llama2,,finished,,
quintd1-gsmarena,test,5,llama2,,finished,,
quintd1-gsmarena,test,6,llama2,,finished,,
quintd1-gsmarena,test,7,llama2,,finished,,
quintd1-gsmarena,test,8,llama2,,finished,,
quintd1-gsmarena,test,9,llama2,,finished,,
quintd1-gsmarena,test,10,llama2,,finished,,
quintd1-gsmarena,test,11,llama2,,finished,,
quintd1-gsmarena,test,12,llama2,,finished,,
quintd1-gsmarena,test,13,llama2,,finished,,
quintd1-gsmarena,test,14,llama2,,finished,,
quintd1-gsmarena,test,15,llama2,,finished,,
quintd1-gsmarena,test,16,llama2,,finished,,
quintd1-gsmarena,test,17,llama2,,finished,,
quintd1-gsmarena,test,18,llama2,,finished,,
quintd1-gsmarena,test,19,llama2,,finished,,
quintd1-gsmarena,test,20,llama2,,finished,,
quintd1-gsmarena,test,21,llama2,,finished,,
quintd1-gsmarena,test,22,llama2,,finished,,
quintd1-gsmarena,test,23,llama2,,finished,,
quintd1-gsmarena,test,24,llama2,,finished,,
quintd1-gsmarena,test,25,llama2,,finished,,
quintd1-gsmarena,test,26,llama2,,finished,,
quintd1-gsmarena,test,27,llama2,,finished,,
quintd1-gsmarena,test,28,llama2,,finished,,
quintd1-gsmarena,test,29,llama2,,finished,,
quintd1-gsmarena,test,30,llama2,,finished,,
quintd1-gsmarena,test,31,llama2,,finished,,
quintd1-gsmarena,test,32,llama2,,finished,,
quintd1-gsmarena,test,33,llama2,,finished,,
quintd1-gsmarena,test,34,llama2,,finished,,
quintd1-gsmarena,test,35,llama2,,finished,,
quintd1-gsmarena,test,36,llama2,,finished,,
quintd1-gsmarena,test,37,llama2,,finished,,
quintd1-gsmarena,test,38,llama2,,finished,,
quintd1-gsmarena,test,39,llama2,,finished,,
quintd1-gsmarena,test,40,llama2,,finished,,
quintd1-gsmarena,test,41,llama2,,finished,,
quintd1-gsmarena,test,42,llama2,,finished,,
quintd1-gsmarena,test,43,llama2,,finished,,
quintd1-gsmarena,test,44,llama2,,finished,,
quintd1-gsmarena,test,45,llama2,,finished,,
quintd1-gsmarena,test,46,llama2,,finished,,
quintd1-gsmarena,test,47,llama2,,finished,,
quintd1-gsmarena,test,48,llama2,,finished,,
quintd1-gsmarena,test,49,llama2,,finished,,
quintd1-gsmarena,test,50,llama2,,finished,,
quintd1-gsmarena,test,51,llama2,,finished,,
quintd1-gsmarena,test,52,llama2,,finished,,
quintd1-gsmarena,test,53,llama2,,finished,,
quintd1-gsmarena,test,54,llama2,,finished,,
quintd1-gsmarena,test,55,llama2,,finished,,
quintd1-gsmarena,test,56,llama2,,finished,,
quintd1-gsmarena,test,57,llama2,,finished,,
quintd1-gsmarena,test,58,llama2,,finished,,
quintd1-gsmarena,test,59,llama2,,finished,,
quintd1-gsmarena,test,60,llama2,,finished,,
quintd1-gsmarena,test,61,llama2,,finished,,
quintd1-gsmarena,test,62,llama2,,finished,,
quintd1-gsmarena,test,63,llama2,,finished,,
quintd1-gsmarena,test,64,llama2,,finished,,
quintd1-gsmarena,test,65,llama2,,finished,,
quintd1-gsmarena,test,66,llama2,,finished,,
quintd1-gsmarena,test,67,llama2,,finished,,
quintd1-gsmarena,test,68,llama2,,finished,,
quintd1-gsmarena,test,69,llama2,,finished,,
quintd1-gsmarena,test,70,llama2,,finished,,
quintd1-gsmarena,test,71,llama2,,finished,,
quintd1-gsmarena,test,72,llama2,,finished,,
quintd1-gsmarena,test,73,llama2,,finished,,
quintd1-gsmarena,test,74,llama2,,finished,,
quintd1-gsmarena,test,75,llama2,,finished,,
quintd1-gsmarena,test,76,llama2,,finished,,
quintd1-gsmarena,test,77,llama2,,finished,,
quintd1-gsmarena,test,78,llama2,,finished,,
quintd1-gsmarena,test,79,llama2,,finished,,
quintd1-gsmarena,test,80,llama2,,finished,,
quintd1-gsmarena,test,81,llama2,,finished,,
quintd1-gsmarena,test,82,llama2,,finished,,
quintd1-gsmarena,test,83,llama2,,finished,,
quintd1-gsmarena,test,84,llama2,,finished,,
quintd1-gsmarena,test,85,llama2,,finished,,
quintd1-gsmarena,test,86,llama2,,finished,,
quintd1-gsmarena,test,87,llama2,,finished,,
quintd1-gsmarena,test,88,llama2,,finished,,
quintd1-gsmarena,test,89,llama2,,finished,,
quintd1-gsmarena,test,90,llama2,,finished,,
quintd1-gsmarena,test,91,llama2,,finished,,
quintd1-gsmarena,test,92,llama2,,finished,,
quintd1-gsmarena,test,93,llama2,,finished,,
quintd1-gsmarena,test,94,llama2,,finished,,
quintd1-gsmarena,test,95,llama2,,finished,,
quintd1-gsmarena,test,96,llama2,,finished,,
quintd1-gsmarena,test,97,llama2,,finished,,
quintd1-gsmarena,test,98,llama2,,finished,,
quintd1-gsmarena,test,99,llama2,,finished,,
quintd1-gsmarena,test,0,mistral,,finished,,
quintd1-gsmarena,test,1,mistral,,finished,,
quintd1-gsmarena,test,2,mistral,,finished,,
quintd1-gsmarena,test,3,mistral,,finished,,
quintd1-gsmarena,test,4,mistral,,finished,,
quintd1-gsmarena,test,5,mistral,,finished,,
quintd1-gsmarena,test,6,mistral,,finished,,
quintd1-gsmarena,test,7,mistral,,finished,,
quintd1-gsmarena,test,8,mistral,,finished,,
quintd1-gsmarena,test,9,mistral,,finished,,
quintd1-gsmarena,test,10,mistral,,finished,,
quintd1-gsmarena,test,11,mistral,,finished,,
quintd1-gsmarena,test,12,mistral,,finished,,
quintd1-gsmarena,test,13,mistral,,finished,,
quintd1-gsmarena,test,14,mistral,,finished,,
quintd1-gsmarena,test,15,mistral,,finished,,
quintd1-gsmarena,test,16,mistral,,finished,,
quintd1-gsmarena,test,17,mistral,,finished,,
quintd1-gsmarena,test,18,mistral,,finished,,
quintd1-gsmarena,test,19,mistral,,finished,,
quintd1-gsmarena,test,20,mistral,,finished,,
quintd1-gsmarena,test,21,mistral,,finished,,
quintd1-gsmarena,test,22,mistral,,finished,,
quintd1-gsmarena,test,23,mistral,,finished,,
quintd1-gsmarena,test,24,mistral,,finished,,
quintd1-gsmarena,test,25,mistral,,finished,,
quintd1-gsmarena,test,26,mistral,,finished,,
quintd1-gsmarena,test,27,mistral,,finished,,
quintd1-gsmarena,test,28,mistral,,finished,,
quintd1-gsmarena,test,29,mistral,,finished,,
quintd1-gsmarena,test,30,mistral,,finished,,
quintd1-gsmarena,test,31,mistral,,finished,,
quintd1-gsmarena,test,32,mistral,,finished,,
quintd1-gsmarena,test,33,mistral,,finished,,
quintd1-gsmarena,test,34,mistral,,finished,,
quintd1-gsmarena,test,35,mistral,,finished,,
quintd1-gsmarena,test,36,mistral,,finished,,
quintd1-gsmarena,test,37,mistral,,finished,,
quintd1-gsmarena,test,38,mistral,,finished,,
quintd1-gsmarena,test,39,mistral,,finished,,
quintd1-gsmarena,test,40,mistral,,finished,,
quintd1-gsmarena,test,41,mistral,,finished,,
quintd1-gsmarena,test,42,mistral,,finished,,
quintd1-gsmarena,test,43,mistral,,finished,,
quintd1-gsmarena,test,44,mistral,,finished,,
quintd1-gsmarena,test,45,mistral,,finished,,
quintd1-gsmarena,test,46,mistral,,finished,,
quintd1-gsmarena,test,47,mistral,,finished,,
quintd1-gsmarena,test,48,mistral,,finished,,
quintd1-gsmarena,test,49,mistral,,finished,,
quintd1-gsmarena,test,50,mistral,,finished,,
quintd1-gsmarena,test,51,mistral,,finished,,
quintd1-gsmarena,test,52,mistral,,finished,,
quintd1-gsmarena,test,53,mistral,,finished,,
quintd1-gsmarena,test,54,mistral,,finished,,
quintd1-gsmarena,test,55,mistral,,finished,,
quintd1-gsmarena,test,56,mistral,,finished,,
quintd1-gsmarena,test,57,mistral,,finished,,
quintd1-gsmarena,test,58,mistral,,finished,,
quintd1-gsmarena,test,59,mistral,,finished,,
quintd1-gsmarena,test,60,mistral,,finished,,
quintd1-gsmarena,test,61,mistral,,finished,,
quintd1-gsmarena,test,62,mistral,,finished,,
quintd1-gsmarena,test,63,mistral,,finished,,
quintd1-gsmarena,test,64,mistral,,finished,,
quintd1-gsmarena,test,65,mistral,,finished,,
quintd1-gsmarena,test,66,mistral,,finished,,
quintd1-gsmarena,test,67,mistral,,finished,,
quintd1-gsmarena,test,68,mistral,,finished,,
quintd1-gsmarena,test,69,mistral,,finished,,
quintd1-gsmarena,test,70,mistral,,finished,,
quintd1-gsmarena,test,71,mistral,,finished,,
quintd1-gsmarena,test,72,mistral,,finished,,
quintd1-gsmarena,test,73,mistral,,finished,,
quintd1-gsmarena,test,74,mistral,,finished,,
quintd1-gsmarena,test,75,mistral,,finished,,
quintd1-gsmarena,test,76,mistral,,finished,,
quintd1-gsmarena,test,77,mistral,,finished,,
quintd1-gsmarena,test,78,mistral,,finished,,
quintd1-gsmarena,test,79,mistral,,finished,,
quintd1-gsmarena,test,80,mistral,,finished,,
quintd1-gsmarena,test,81,mistral,,finished,,
quintd1-gsmarena,test,82,mistral,,finished,,
quintd1-gsmarena,test,83,mistral,,finished,,
quintd1-gsmarena,test,84,mistral,,finished,,
quintd1-gsmarena,test,85,mistral,,finished,,
quintd1-gsmarena,test,86,mistral,,finished,,
quintd1-gsmarena,test,87,mistral,,finished,,
quintd1-gsmarena,test,88,mistral,,finished,,
quintd1-gsmarena,test,89,mistral,,finished,,
quintd1-gsmarena,test,90,mistral,,finished,,
quintd1-gsmarena,test,91,mistral,,finished,,
quintd1-gsmarena,test,92,mistral,,finished,,
quintd1-gsmarena,test,93,mistral,,finished,,
quintd1-gsmarena,test,94,mistral,,finished,,
quintd1-gsmarena,test,95,mistral,,finished,,
quintd1-gsmarena,test,96,mistral,,finished,,
quintd1-gsmarena,test,97,mistral,,finished,,
quintd1-gsmarena,test,98,mistral,,finished,,
quintd1-gsmarena,test,99,mistral,,finished,,
quintd1-gsmarena,test,0,zephyr,,finished,,
quintd1-gsmarena,test,1,zephyr,,finished,,
quintd1-gsmarena,test,2,zephyr,,finished,,
quintd1-gsmarena,test,3,zephyr,,finished,,
quintd1-gsmarena,test,4,zephyr,,finished,,
quintd1-gsmarena,test,5,zephyr,,finished,,
quintd1-gsmarena,test,6,zephyr,,finished,,
quintd1-gsmarena,test,7,zephyr,,finished,,
quintd1-gsmarena,test,8,zephyr,,finished,,
quintd1-gsmarena,test,9,zephyr,,finished,,
quintd1-gsmarena,test,10,zephyr,,finished,,
quintd1-gsmarena,test,11,zephyr,,finished,,
quintd1-gsmarena,test,12,zephyr,,finished,,
quintd1-gsmarena,test,13,zephyr,,finished,,
quintd1-gsmarena,test,14,zephyr,,finished,,
quintd1-gsmarena,test,15,zephyr,,finished,,
quintd1-gsmarena,test,16,zephyr,,finished,,
quintd1-gsmarena,test,17,zephyr,,finished,,
quintd1-gsmarena,test,18,zephyr,,finished,,
quintd1-gsmarena,test,19,zephyr,,finished,,
quintd1-gsmarena,test,20,zephyr,,finished,,
quintd1-gsmarena,test,21,zephyr,,finished,,
quintd1-gsmarena,test,22,zephyr,,finished,,
quintd1-gsmarena,test,23,zephyr,,finished,,
quintd1-gsmarena,test,24,zephyr,,finished,,
quintd1-gsmarena,test,25,zephyr,,finished,,
quintd1-gsmarena,test,26,zephyr,,finished,,
quintd1-gsmarena,test,27,zephyr,,finished,,
quintd1-gsmarena,test,28,zephyr,,finished,,
quintd1-gsmarena,test,29,zephyr,,finished,,
quintd1-gsmarena,test,30,zephyr,,finished,,
quintd1-gsmarena,test,31,zephyr,,finished,,
quintd1-gsmarena,test,32,zephyr,,finished,,
quintd1-gsmarena,test,33,zephyr,,finished,,
quintd1-gsmarena,test,34,zephyr,,finished,,
quintd1-gsmarena,test,35,zephyr,,finished,,
quintd1-gsmarena,test,36,zephyr,,finished,,
quintd1-gsmarena,test,37,zephyr,,finished,,
quintd1-gsmarena,test,38,zephyr,,finished,,
quintd1-gsmarena,test,39,zephyr,,finished,,
quintd1-gsmarena,test,40,zephyr,,finished,,
quintd1-gsmarena,test,41,zephyr,,finished,,
quintd1-gsmarena,test,42,zephyr,,finished,,
quintd1-gsmarena,test,43,zephyr,,finished,,
quintd1-gsmarena,test,44,zephyr,,finished,,
quintd1-gsmarena,test,45,zephyr,,finished,,
quintd1-gsmarena,test,46,zephyr,,finished,,
quintd1-gsmarena,test,47,zephyr,,finished,,
quintd1-gsmarena,test,48,zephyr,,finished,,
quintd1-gsmarena,test,49,zephyr,,finished,,
quintd1-gsmarena,test,50,zephyr,,finished,,
quintd1-gsmarena,test,51,zephyr,,finished,,
quintd1-gsmarena,test,52,zephyr,,finished,,
quintd1-gsmarena,test,53,zephyr,,finished,,
quintd1-gsmarena,test,54,zephyr,,finished,,
quintd1-gsmarena,test,55,zephyr,,finished,,
quintd1-gsmarena,test,56,zephyr,,finished,,
quintd1-gsmarena,test,57,zephyr,,finished,,
quintd1-gsmarena,test,58,zephyr,,finished,,
quintd1-gsmarena,test,59,zephyr,,finished,,
quintd1-gsmarena,test,60,zephyr,,finished,,
quintd1-gsmarena,test,61,zephyr,,finished,,
quintd1-gsmarena,test,62,zephyr,,finished,,
quintd1-gsmarena,test,63,zephyr,,finished,,
quintd1-gsmarena,test,64,zephyr,,finished,,
quintd1-gsmarena,test,65,zephyr,,finished,,
quintd1-gsmarena,test,66,zephyr,,finished,,
quintd1-gsmarena,test,67,zephyr,,finished,,
quintd1-gsmarena,test,68,zephyr,,finished,,
quintd1-gsmarena,test,69,zephyr,,finished,,
quintd1-gsmarena,test,70,zephyr,,finished,,
quintd1-gsmarena,test,71,zephyr,,finished,,
quintd1-gsmarena,test,72,zephyr,,finished,,
quintd1-gsmarena,test,73,zephyr,,finished,,
quintd1-gsmarena,test,74,zephyr,,finished,,
quintd1-gsmarena,test,75,zephyr,,finished,,
quintd1-gsmarena,test,76,zephyr,,finished,,
quintd1-gsmarena,test,77,zephyr,,finished,,
quintd1-gsmarena,test,78,zephyr,,finished,,
quintd1-gsmarena,test,79,zephyr,,finished,,
quintd1-gsmarena,test,80,zephyr,,finished,,
quintd1-gsmarena,test,81,zephyr,,finished,,
quintd1-gsmarena,test,82,zephyr,,finished,,
quintd1-gsmarena,test,83,zephyr,,finished,,
quintd1-gsmarena,test,84,zephyr,,finished,,
quintd1-gsmarena,test,85,zephyr,,finished,,
quintd1-gsmarena,test,86,zephyr,,finished,,
quintd1-gsmarena,test,87,zephyr,,finished,,
quintd1-gsmarena,test,88,zephyr,,finished,,
quintd1-gsmarena,test,89,zephyr,,finished,,
quintd1-gsmarena,test,90,zephyr,,finished,,
quintd1-gsmarena,test,91,zephyr,,finished,,
quintd1-gsmarena,test,92,zephyr,,finished,,
quintd1-gsmarena,test,93,zephyr,,finished,,
quintd1-gsmarena,test,94,zephyr,,finished,,
quintd1-gsmarena,test,95,zephyr,,finished,,
quintd1-gsmarena,test,96,zephyr,,finished,,
quintd1-gsmarena,test,97,zephyr,,finished,,
quintd1-gsmarena,test,98,zephyr,,finished,,
quintd1-gsmarena,test,99,zephyr,,finished,,
quintd1-ice_hockey,test,0,gpt-35,,finished,,
quintd1-ice_hockey,test,1,gpt-35,,finished,,
quintd1-ice_hockey,test,2,gpt-35,,finished,,
quintd1-ice_hockey,test,3,gpt-35,,finished,,
quintd1-ice_hockey,test,4,gpt-35,,finished,,
quintd1-ice_hockey,test,5,gpt-35,,finished,,
quintd1-ice_hockey,test,6,gpt-35,,finished,,
quintd1-ice_hockey,test,7,gpt-35,,finished,,
quintd1-ice_hockey,test,8,gpt-35,,finished,,
quintd1-ice_hockey,test,9,gpt-35,,finished,,
quintd1-ice_hockey,test,10,gpt-35,,finished,,
quintd1-ice_hockey,test,11,gpt-35,,finished,,
quintd1-ice_hockey,test,12,gpt-35,,finished,,
quintd1-ice_hockey,test,13,gpt-35,,finished,,
quintd1-ice_hockey,test,14,gpt-35,,finished,,
quintd1-ice_hockey,test,15,gpt-35,,finished,,
quintd1-ice_hockey,test,16,gpt-35,,finished,,
quintd1-ice_hockey,test,17,gpt-35,,finished,,
quintd1-ice_hockey,test,18,gpt-35,,finished,,
quintd1-ice_hockey,test,19,gpt-35,,finished,,
quintd1-ice_hockey,test,20,gpt-35,,finished,,
quintd1-ice_hockey,test,21,gpt-35,,finished,,
quintd1-ice_hockey,test,22,gpt-35,,finished,,
quintd1-ice_hockey,test,23,gpt-35,,finished,,
quintd1-ice_hockey,test,24,gpt-35,,finished,,
quintd1-ice_hockey,test,25,gpt-35,,finished,,
quintd1-ice_hockey,test,26,gpt-35,,finished,,
quintd1-ice_hockey,test,27,gpt-35,,finished,,
quintd1-ice_hockey,test,28,gpt-35,,finished,,
quintd1-ice_hockey,test,29,gpt-35,,finished,,
quintd1-ice_hockey,test,30,gpt-35,,finished,,
quintd1-ice_hockey,test,31,gpt-35,,finished,,
quintd1-ice_hockey,test,32,gpt-35,,finished,,
quintd1-ice_hockey,test,33,gpt-35,,finished,,
quintd1-ice_hockey,test,34,gpt-35,,finished,,
quintd1-ice_hockey,test,35,gpt-35,,finished,,
quintd1-ice_hockey,test,36,gpt-35,,finished,,
quintd1-ice_hockey,test,37,gpt-35,,finished,,
quintd1-ice_hockey,test,38,gpt-35,,finished,,
quintd1-ice_hockey,test,39,gpt-35,,finished,,
quintd1-ice_hockey,test,40,gpt-35,,finished,,
quintd1-ice_hockey,test,41,gpt-35,,finished,,
quintd1-ice_hockey,test,42,gpt-35,,finished,,
quintd1-ice_hockey,test,43,gpt-35,,finished,,
quintd1-ice_hockey,test,44,gpt-35,,finished,,
quintd1-ice_hockey,test,45,gpt-35,,finished,,
quintd1-ice_hockey,test,46,gpt-35,,finished,,
quintd1-ice_hockey,test,47,gpt-35,,finished,,
quintd1-ice_hockey,test,48,gpt-35,,finished,,
quintd1-ice_hockey,test,49,gpt-35,,finished,,
quintd1-ice_hockey,test,50,gpt-35,,finished,,
quintd1-ice_hockey,test,51,gpt-35,,finished,,
quintd1-ice_hockey,test,52,gpt-35,,finished,,
quintd1-ice_hockey,test,53,gpt-35,,finished,,
quintd1-ice_hockey,test,54,gpt-35,,finished,,
quintd1-ice_hockey,test,55,gpt-35,,finished,,
quintd1-ice_hockey,test,56,gpt-35,,finished,,
quintd1-ice_hockey,test,57,gpt-35,,finished,,
quintd1-ice_hockey,test,58,gpt-35,,finished,,
quintd1-ice_hockey,test,59,gpt-35,,finished,,
quintd1-ice_hockey,test,60,gpt-35,,finished,,
quintd1-ice_hockey,test,61,gpt-35,,finished,,
quintd1-ice_hockey,test,62,gpt-35,,finished,,
quintd1-ice_hockey,test,63,gpt-35,,finished,,
quintd1-ice_hockey,test,64,gpt-35,,finished,,
quintd1-ice_hockey,test,65,gpt-35,,finished,,
quintd1-ice_hockey,test,66,gpt-35,,finished,,
quintd1-ice_hockey,test,67,gpt-35,,finished,,
quintd1-ice_hockey,test,68,gpt-35,,finished,,
quintd1-ice_hockey,test,69,gpt-35,,finished,,
quintd1-ice_hockey,test,70,gpt-35,,finished,,
quintd1-ice_hockey,test,71,gpt-35,,finished,,
quintd1-ice_hockey,test,72,gpt-35,,finished,,
quintd1-ice_hockey,test,73,gpt-35,,finished,,
quintd1-ice_hockey,test,74,gpt-35,,finished,,
quintd1-ice_hockey,test,75,gpt-35,,finished,,
quintd1-ice_hockey,test,76,gpt-35,,finished,,
quintd1-ice_hockey,test,77,gpt-35,,finished,,
quintd1-ice_hockey,test,78,gpt-35,,finished,,
quintd1-ice_hockey,test,79,gpt-35,,finished,,
quintd1-ice_hockey,test,80,gpt-35,,finished,,
quintd1-ice_hockey,test,81,gpt-35,,finished,,
quintd1-ice_hockey,test,82,gpt-35,,finished,,
quintd1-ice_hockey,test,83,gpt-35,,finished,,
quintd1-ice_hockey,test,84,gpt-35,,finished,,
quintd1-ice_hockey,test,85,gpt-35,,finished,,
quintd1-ice_hockey,test,86,gpt-35,,finished,,
quintd1-ice_hockey,test,87,gpt-35,,finished,,
quintd1-ice_hockey,test,88,gpt-35,,finished,,
quintd1-ice_hockey,test,89,gpt-35,,finished,,
quintd1-ice_hockey,test,90,gpt-35,,finished,,
quintd1-ice_hockey,test,91,gpt-35,,finished,,
quintd1-ice_hockey,test,92,gpt-35,,finished,,
quintd1-ice_hockey,test,93,gpt-35,,finished,,
quintd1-ice_hockey,test,94,gpt-35,,finished,,
quintd1-ice_hockey,test,95,gpt-35,,finished,,
quintd1-ice_hockey,test,96,gpt-35,,finished,,
quintd1-ice_hockey,test,97,gpt-35,,finished,,
quintd1-ice_hockey,test,98,gpt-35,,finished,,
quintd1-ice_hockey,test,99,gpt-35,,finished,,
quintd1-ice_hockey,test,0,llama2,,finished,,
quintd1-ice_hockey,test,1,llama2,,finished,,
quintd1-ice_hockey,test,2,llama2,,finished,,
quintd1-ice_hockey,test,3,llama2,,finished,,
quintd1-ice_hockey,test,4,llama2,,finished,,
quintd1-ice_hockey,test,5,llama2,,finished,,
quintd1-ice_hockey,test,6,llama2,,finished,,
quintd1-ice_hockey,test,7,llama2,,finished,,
quintd1-ice_hockey,test,8,llama2,,finished,,
quintd1-ice_hockey,test,9,llama2,,finished,,
quintd1-ice_hockey,test,10,llama2,,finished,,
quintd1-ice_hockey,test,11,llama2,,finished,,
quintd1-ice_hockey,test,12,llama2,,finished,,
quintd1-ice_hockey,test,13,llama2,,finished,,
quintd1-ice_hockey,test,14,llama2,,finished,,
quintd1-ice_hockey,test,15,llama2,,finished,,
quintd1-ice_hockey,test,16,llama2,,finished,,
quintd1-ice_hockey,test,17,llama2,,finished,,
quintd1-ice_hockey,test,18,llama2,,finished,,
quintd1-ice_hockey,test,19,llama2,,finished,,
quintd1-ice_hockey,test,20,llama2,,finished,,
quintd1-ice_hockey,test,21,llama2,,finished,,
quintd1-ice_hockey,test,22,llama2,,finished,,
quintd1-ice_hockey,test,23,llama2,,finished,,
quintd1-ice_hockey,test,24,llama2,,finished,,
quintd1-ice_hockey,test,25,llama2,,finished,,
quintd1-ice_hockey,test,26,llama2,,finished,,
quintd1-ice_hockey,test,27,llama2,,finished,,
quintd1-ice_hockey,test,28,llama2,,finished,,
quintd1-ice_hockey,test,29,llama2,,finished,,
quintd1-ice_hockey,test,30,llama2,,finished,,
quintd1-ice_hockey,test,31,llama2,,finished,,
