dataset,split,example_idx,setup_id,batch_idx,annotator_id,status,start
logicnlg,test,89,gpt4-direct-2shotcot,3,,free,
logicnlg,test,21,gpt4-direct-2shotcot,3,,free,
logicnlg,test,339,gpt4-direct-2shotcot,3,,free,
logicnlg,test,228,gpt4-direct-2shotcot,3,,free,
logicnlg,test,237,gpt4-direct-2shotcot,3,,free,
logicnlg,test,304,gpt4-direct-2shotcot,3,,free,
logicnlg,test,242,gpt4-direct-2shotcot,3,,free,
logicnlg,test,209,gpt4-direct-2shotcot,3,,free,
logicnlg,test,326,gpt4-direct-2shotcot,4,,free,
logicnlg,test,266,gpt4-direct-2shotcot,4,,free,
logicnlg,test,278,gpt4-direct-2shotcot,4,,free,
logicnlg,test,59,gpt4-direct-2shotcot,4,,free,
logicnlg,test,139,gpt4-direct-2shotcot,4,,free,
logicnlg,test,454,gpt4-direct-2shotcot,4,,free,
logicnlg,test,178,gpt4-direct-2shotcot,4,,free,
logicnlg,test,334,gpt4-direct-2shotcot,4,,free,
logicnlg,test,280,gpt4-direct-2shotcot,4,,free,
logicnlg,test,93,gpt4-direct-2shotcot,4,,free,
logicnlg,test,431,gpt4-direct-2shotcot,5,,free,
logicnlg,test,170,gpt4-direct-2shotcot,5,,free,
logicnlg,test,50,gpt4-direct-2shotcot,5,,free,
logicnlg,test,210,gpt4-direct-2shotcot,5,,free,
logicnlg,test,306,gpt4-direct-2shotcot,5,,free,
logicnlg,test,129,gpt4-direct-2shotcot,5,,free,
logicnlg,test,160,gpt4-direct-2shotcot,5,,free,
logicnlg,test,323,gpt4-direct-2shotcot,5,,free,
logicnlg,test,286,gpt4-direct-2shotcot,5,,free,
logicnlg,test,435,gpt4-direct-2shotcot,5,,free,
logicnlg,test,37,gpt4-direct-2shotcot,6,,free,
logicnlg,test,384,gpt4-direct-2shotcot,6,,free,
logicnlg,test,53,gpt4-direct-2shotcot,6,,free,
logicnlg,test,4,gpt4-direct-2shotcot,6,,free,
logicnlg,test,314,gpt4-direct-2shotcot,6,,free,
logicnlg,test,269,gpt4-direct-2shotcot,6,,free,
logicnlg,test,94,gpt4-direct-2shotcot,6,,free,
logicnlg,test,217,gpt4-direct-2shotcot,6,,free,
logicnlg,test,88,gpt4-direct-2shotcot,6,,free,
logicnlg,test,471,gpt4-direct-2shotcot,6,,free,
logicnlg,test,179,gpt4-direct-2shotcot,7,,free,
logicnlg,test,190,gpt4-direct-2shotcot,7,,free,
logicnlg,test,238,gpt4-direct-2shotcot,7,,free,
logicnlg,test,184,gpt4-direct-2shotcot,7,,free,
logicnlg,test,182,gpt4-direct-2shotcot,7,,free,
logicnlg,test,382,gpt4-direct-2shotcot,7,,free,
logicnlg,test,208,gpt4-direct-2shotcot,7,,free,
logicnlg,test,187,gpt4-direct-2shotcot,7,,free,
logicnlg,test,11,gpt4-direct-2shotcot,7,,free,
logicnlg,test,6,gpt4-direct-2shotcot,7,,free,
logicnlg,test,267,gpt4-direct-2shotcot,8,,free,
logicnlg,test,240,gpt4-direct-2shotcot,8,,free,
logicnlg,test,188,gpt4-direct-2shotcot,8,,free,
logicnlg,test,95,gpt4-direct-2shotcot,8,,free,
logicnlg,test,455,gpt4-direct-2shotcot,8,,free,
logicnlg,test,443,gpt4-direct-2shotcot,8,,free,
logicnlg,test,291,gpt4-direct-2shotcot,8,,free,
logicnlg,test,26,gpt4-direct-2shotcot,8,,free,
logicnlg,test,77,gpt4-direct-2shotcot,8,,free,
logicnlg,test,201,gpt4-direct-2shotcot,8,,free,
logicnlg,test,469,gpt4-direct-2shotcot,9,,free,
logicnlg,test,362,gpt4-direct-2shotcot,9,,free,
logicnlg,test,100,gpt4-direct-2shotcot,9,,free,
logicnlg,test,437,gpt4-direct-2shotcot,9,,free,
logicnlg,test,297,gpt4-direct-2shotcot,9,,free,
logicnlg,test,464,gpt4-direct-2shotcot,9,,free,
logicnlg,test,151,gpt4-direct-2shotcot,9,,free,
logicnlg,test,389,gpt4-direct-2shotcot,9,,free,
logicnlg,test,328,gpt4-direct-2shotcot,9,,free,
logicnlg,test,143,gpt4-direct-2shotcot,9,,free,
logicnlg,test,481,gpt4-direct-2shotcot,10,,free,
logicnlg,test,85,gpt4-direct-2shotcot,10,,free,
logicnlg,test,317,gpt4-direct-2shotcot,10,,free,
logicnlg,test,324,gpt4-direct-2shotcot,10,,free,
logicnlg,test,386,gpt4-direct-2shotcot,10,,free,
logicnlg,test,162,gpt4-direct-2shotcot,10,,free,
logicnlg,test,468,gpt4-direct-2shotcot,10,,free,
logicnlg,test,38,gpt4-direct-2shotcot,10,,free,
logicnlg,test,230,gpt4-direct-2shotcot,10,,free,
logicnlg,test,69,gpt4-direct-2shotcot,10,,free,
logicnlg,test,106,gpt4-direct-2shotcot,11,,free,
logicnlg,test,341,gpt4-direct-2shotcot,11,,free,
logicnlg,test,144,gpt4-direct-2shotcot,11,,free,
logicnlg,test,363,gpt4-direct-2shotcot,11,,free,
logicnlg,test,154,gpt4-direct-2shotcot,11,,free,
logicnlg,test,31,gpt4-direct-2shotcot,11,,free,
logicnlg,test,215,gpt4-direct-2shotcot,11,,free,
logicnlg,test,8,gpt4-direct-2shotcot,11,,free,
logicnlg,test,263,gpt4-direct-2shotcot,11,,free,
logicnlg,test,477,gpt4-direct-2shotcot,11,,free,
logicnlg,test,227,gpt4-direct-2shotcot,12,,free,
logicnlg,test,257,gpt4-direct-2shotcot,12,,free,
logicnlg,test,421,gpt4-direct-2shotcot,12,,free,
logicnlg,test,355,gpt4-direct-2shotcot,12,,free,
logicnlg,test,460,gpt4-direct-2shotcot,12,,free,
logicnlg,test,68,gpt4-direct-2shotcot,12,,free,
logicnlg,test,300,gpt4-direct-2shotcot,12,,free,
logicnlg,test,199,gpt4-direct-2shotcot,12,,free,
logicnlg,test,132,gpt4-direct-2shotcot,12,,free,
logicnlg,test,2,gpt4-direct-2shotcot,12,,free,
logicnlg,test,18,gpt4-direct-2shotcot,13,,free,
logicnlg,test,320,gpt4-direct-2shotcot,13,,free,
logicnlg,test,310,gpt4-direct-2shotcot,13,,free,
logicnlg,test,76,gpt4-direct-2shotcot,13,,free,
logicnlg,test,247,gpt4-direct-2shotcot,13,,free,
logicnlg,test,434,gpt4-direct-2shotcot,13,,free,
logicnlg,test,180,gpt4-direct-2shotcot,13,,free,
logicnlg,test,284,gpt4-direct-2shotcot,13,,free,
logicnlg,test,141,gpt4-direct-2shotcot,13,,free,
logicnlg,test,441,gpt4-direct-2shotcot,13,,free,
logicnlg,test,66,gpt4-direct-2shotcot,14,,free,
logicnlg,test,226,gpt4-direct-2shotcot,14,,free,
logicnlg,test,133,gpt4-direct-2shotcot,14,,free,
logicnlg,test,399,gpt4-direct-2shotcot,14,,free,
logicnlg,test,155,gpt4-direct-2shotcot,14,,free,
logicnlg,test,265,gpt4-direct-2shotcot,14,,free,
logicnlg,test,203,gpt4-direct-2shotcot,14,,free,
logicnlg,test,145,gpt4-direct-2shotcot,14,,free,
logicnlg,test,345,gpt4-direct-2shotcot,14,,free,
logicnlg,test,218,gpt4-direct-2shotcot,14,,free,
logicnlg,test,426,gpt4-direct-2shotcot,15,,free,
logicnlg,test,153,gpt4-direct-2shotcot,15,,free,
logicnlg,test,392,gpt4-direct-2shotcot,15,,free,
logicnlg,test,17,gpt4-direct-2shotcot,15,,free,
logicnlg,test,440,gpt4-direct-2shotcot,15,,free,
logicnlg,test,20,gpt4-direct-2shotcot,15,,free,
logicnlg,test,130,gpt4-direct-2shotcot,15,,free,
logicnlg,test,164,gpt4-direct-2shotcot,15,,free,
logicnlg,test,292,gpt4-direct-2shotcot,15,,free,
logicnlg,test,424,gpt4-direct-2shotcot,15,,free,
logicnlg,test,361,gpt4-direct-2shotcot,16,,free,
logicnlg,test,296,gpt4-direct-2shotcot,16,,free,
logicnlg,test,149,gpt4-direct-2shotcot,16,,free,
logicnlg,test,198,gpt4-direct-2shotcot,16,,free,
logicnlg,test,175,gpt4-direct-2shotcot,16,,free,
logicnlg,test,319,gpt4-direct-2shotcot,16,,free,
logicnlg,test,246,gpt4-direct-2shotcot,16,,free,
logicnlg,test,196,gpt4-direct-2shotcot,16,,free,
logicnlg,test,411,gpt4-direct-2shotcot,16,,free,
logicnlg,test,14,gpt4-direct-2shotcot,16,,free,
logicnlg,test,55,gpt4-direct-2shotcot,17,,free,
logicnlg,test,75,gpt4-direct-2shotcot,17,,free,
logicnlg,test,211,gpt4-direct-2shotcot,17,,free,
logicnlg,test,39,gpt4-direct-2shotcot,17,,free,
logicnlg,test,401,gpt4-direct-2shotcot,17,,free,
logicnlg,test,315,gpt4-direct-2shotcot,17,,free,
logicnlg,test,406,gpt4-direct-2shotcot,17,,free,
logicnlg,test,207,gpt4-direct-2shotcot,17,,free,
logicnlg,test,396,gpt4-direct-2shotcot,17,,free,
logicnlg,test,432,gpt4-direct-2shotcot,17,,free,
logicnlg,test,67,gpt4-direct-2shotcot,18,,free,
logicnlg,test,99,gpt4-direct-2shotcot,18,,free,
logicnlg,test,303,gpt4-direct-2shotcot,18,,free,
logicnlg,test,97,gpt4-direct-2shotcot,18,,free,
logicnlg,test,391,gpt4-direct-2shotcot,18,,free,
logicnlg,test,351,gpt4-direct-2shotcot,18,,free,
logicnlg,test,277,gpt4-direct-2shotcot,18,,free,
logicnlg,test,249,gpt4-direct-2shotcot,18,,free,
logicnlg,test,294,gpt4-direct-2shotcot,18,,free,
logicnlg,test,457,gpt4-direct-2shotcot,18,,free,
logicnlg,test,385,gpt4-direct-2shotcot,19,,free,
logicnlg,test,42,gpt4-direct-2shotcot,19,,free,
logicnlg,test,253,gpt4-direct-2shotcot,19,,free,
logicnlg,test,192,gpt4-direct-2shotcot,19,,free,
logicnlg,test,415,gpt4-direct-2shotcot,19,,free,
logicnlg,test,262,gpt4-direct-2shotcot,19,,free,
logicnlg,test,293,gpt4-direct-2shotcot,19,,free,
logicnlg,test,483,gpt4-direct-2shotcot,19,,free,
logicnlg,test,489,gpt4-direct-2shotcot,19,,free,
logicnlg,test,220,gpt4-direct-2shotcot,19,,free,
logicnlg,test,487,gpt4-direct-2shotcot,20,,free,
logicnlg,test,113,gpt4-direct-2shotcot,20,,free,
logicnlg,test,19,gpt4-direct-2shotcot,20,,free,
logicnlg,test,213,gpt4-direct-2shotcot,20,,free,
logicnlg,test,118,gpt4-direct-2shotcot,20,,free,
logicnlg,test,344,gpt4-direct-2shotcot,20,,free,
logicnlg,test,398,gpt4-direct-2shotcot,20,,free,
logicnlg,test,458,gpt4-direct-2shotcot,20,,free,
logicnlg,test,289,gpt4-direct-2shotcot,20,,free,
logicnlg,test,485,gpt4-direct-2shotcot,20,,free,
logicnlg,test,371,gpt4-direct-2shotcot,21,,free,
logicnlg,test,429,gpt4-direct-2shotcot,21,,free,
logicnlg,test,438,gpt4-direct-2shotcot,21,,free,
logicnlg,test,427,gpt4-direct-2shotcot,21,,free,
logicnlg,test,27,gpt4-direct-2shotcot,21,,free,
logicnlg,test,354,gpt4-direct-2shotcot,21,,free,
logicnlg,test,86,gpt4-direct-2shotcot,21,,free,
logicnlg,test,244,gpt4-direct-2shotcot,21,,free,
logicnlg,test,103,gpt4-direct-2shotcot,21,,free,
logicnlg,test,473,gpt4-direct-2shotcot,21,,free,
logicnlg,test,25,gpt4-direct-2shotcot,22,,free,
logicnlg,test,476,gpt4-direct-2shotcot,22,,free,
logicnlg,test,167,gpt4-direct-2shotcot,22,,free,
logicnlg,test,442,gpt4-direct-2shotcot,22,,free,
logicnlg,test,467,gpt4-direct-2shotcot,22,,free,
logicnlg,test,403,gpt4-direct-2shotcot,22,,free,
logicnlg,test,221,gpt4-direct-2shotcot,22,,free,
logicnlg,test,409,gpt4-direct-2shotcot,22,,free,
logicnlg,test,105,gpt4-direct-2shotcot,22,,free,
logicnlg,test,461,gpt4-direct-2shotcot,22,,free,
logicnlg,test,90,gpt4-direct-2shotcot,23,,free,
logicnlg,test,444,gpt4-direct-2shotcot,23,,free,
logicnlg,test,168,gpt4-direct-2shotcot,23,,free,
logicnlg,test,417,gpt4-direct-2shotcot,23,,free,
logicnlg,test,342,gpt4-direct-2shotcot,23,,free,
logicnlg,test,48,gpt4-direct-2shotcot,23,,free,
logicnlg,test,104,gpt4-direct-2shotcot,23,,free,
logicnlg,test,206,gpt4-direct-2shotcot,23,,free,
logicnlg,test,241,gpt4-direct-2shotcot,23,,free,
logicnlg,test,200,gpt4-direct-2shotcot,23,,free,
logicnlg,test,62,gpt4-direct-2shotcot,24,,free,
logicnlg,test,121,gpt4-direct-2shotcot,24,,free,
logicnlg,test,147,gpt4-direct-2shotcot,24,,free,
logicnlg,test,146,gpt4-direct-2shotcot,24,,free,
logicnlg,test,225,gpt4-direct-2shotcot,24,,free,
logicnlg,test,394,gpt4-direct-2shotcot,24,,free,
logicnlg,test,378,gpt4-direct-2shotcot,24,,free,
logicnlg,test,370,gpt4-direct-2shotcot,24,,free,
logicnlg,test,383,gpt4-direct-2shotcot,24,,free,
logicnlg,test,312,gpt4-direct-2shotcot,24,,free,
logicnlg,test,124,gpt4-direct-2shotcot,25,,free,
logicnlg,test,171,gpt4-direct-2shotcot,25,,free,
logicnlg,test,449,gpt4-direct-2shotcot,25,,free,
logicnlg,test,60,gpt4-direct-2shotcot,25,,free,
logicnlg,test,131,gpt4-direct-2shotcot,25,,free,
logicnlg,test,261,gpt4-direct-2shotcot,25,,free,
logicnlg,test,169,gpt4-direct-2shotcot,25,,free,
logicnlg,test,374,gpt4-direct-2shotcot,25,,free,
logicnlg,test,34,gpt4-direct-2shotcot,25,,free,
logicnlg,test,288,gpt4-direct-2shotcot,25,,free,
logicnlg,test,30,gpt4-direct-2shotcot,26,,free,
logicnlg,test,393,gpt4-direct-2shotcot,26,,free,
logicnlg,test,453,gpt4-direct-2shotcot,26,,free,
logicnlg,test,347,gpt4-direct-2shotcot,26,,free,
logicnlg,test,375,gpt4-direct-2shotcot,26,,free,
logicnlg,test,10,gpt4-direct-2shotcot,26,,free,
logicnlg,test,173,gpt4-direct-2shotcot,26,,free,
logicnlg,test,364,gpt4-direct-2shotcot,26,,free,
logicnlg,test,115,gpt4-direct-2shotcot,26,,free,
logicnlg,test,356,gpt4-direct-2shotcot,26,,free,
logicnlg,test,61,gpt4-direct-2shotcot,27,,free,
logicnlg,test,231,gpt4-direct-2shotcot,27,,free,
logicnlg,test,264,gpt4-direct-2shotcot,27,,free,
logicnlg,test,224,gpt4-direct-2shotcot,27,,free,
logicnlg,test,307,gpt4-direct-2shotcot,27,,free,
logicnlg,test,451,gpt4-direct-2shotcot,27,,free,
logicnlg,test,159,gpt4-direct-2shotcot,27,,free,
logicnlg,test,102,gpt4-direct-2shotcot,27,,free,
logicnlg,test,463,gpt4-direct-2shotcot,27,,free,
logicnlg,test,365,gpt4-direct-2shotcot,27,,free,
logicnlg,test,337,gpt4-direct-2shotcot,28,,free,
logicnlg,test,330,gpt4-direct-2shotcot,28,,free,
logicnlg,test,358,gpt4-direct-2shotcot,28,,free,
logicnlg,test,84,gpt4-direct-2shotcot,28,,free,
logicnlg,test,281,gpt4-direct-2shotcot,28,,free,
logicnlg,test,243,gpt4-direct-2shotcot,28,,free,
logicnlg,test,65,gpt4-direct-2shotcot,28,,free,
logicnlg,test,64,gpt4-direct-2shotcot,28,,free,
logicnlg,test,272,gpt4-direct-2shotcot,28,,free,
logicnlg,test,416,gpt4-direct-2shotcot,28,,free,
logicnlg,test,248,gpt4-direct-2shotcot,29,,free,
logicnlg,test,43,gpt4-direct-2shotcot,29,,free,
logicnlg,test,410,gpt4-direct-2shotcot,29,,free,
logicnlg,test,368,gpt4-direct-2shotcot,29,,free,
logicnlg,test,123,gpt4-direct-2shotcot,29,,free,
logicnlg,test,29,gpt4-direct-2shotcot,29,,free,
logicnlg,test,122,gpt4-direct-2shotcot,29,,free,
logicnlg,test,157,gpt4-direct-2shotcot,29,,free,
logicnlg,test,348,gpt4-direct-2shotcot,29,,free,
logicnlg,test,322,gpt4-direct-2shotcot,29,,free,
logicnlg,test,9,gpt4-direct-2shotcot,30,,free,
logicnlg,test,250,gpt4-direct-2shotcot,30,,free,
logicnlg,test,165,gpt4-direct-2shotcot,30,,free,
logicnlg,test,0,gpt4-direct-2shotcot,30,,free,
logicnlg,test,271,gpt4-direct-2shotcot,30,,free,
logicnlg,test,276,gpt4-direct-2shotcot,30,,free,
logicnlg,test,82,gpt4-direct-2shotcot,30,,free,
logicnlg,test,191,gpt4-direct-2shotcot,30,,free,
logicnlg,test,340,gpt4-direct-2shotcot,30,,free,
logicnlg,test,465,gpt4-direct-2shotcot,30,,free,
logicnlg,test,313,gpt4-direct-2shotcot,31,,free,
logicnlg,test,152,gpt4-direct-2shotcot,31,,free,
logicnlg,test,54,gpt4-direct-2shotcot,31,,free,
logicnlg,test,259,gpt4-direct-2shotcot,31,,free,
logicnlg,test,91,gpt4-direct-2shotcot,31,,free,
logicnlg,test,256,gpt4-direct-2shotcot,31,,free,
logicnlg,test,353,gpt4-direct-2shotcot,31,,free,
logicnlg,test,1,gpt4-direct-2shotcot,31,,free,
logicnlg,test,405,gpt4-direct-2shotcot,31,,free,
logicnlg,test,80,gpt4-direct-2shotcot,31,,free,
logicnlg,test,222,gpt4-direct-2shotcot,32,,free,
logicnlg,test,423,gpt4-direct-2shotcot,32,,free,
logicnlg,test,490,gpt4-direct-2shotcot,32,,free,
logicnlg,test,447,gpt4-direct-2shotcot,32,,free,
logicnlg,test,397,gpt4-direct-2shotcot,32,,free,
logicnlg,test,428,gpt4-direct-2shotcot,32,,free,
logicnlg,test,58,gpt4-direct-2shotcot,32,,free,
logicnlg,test,5,gpt4-direct-2shotcot,32,,free,
logicnlg,test,283,gpt4-direct-2shotcot,32,,free,
logicnlg,test,128,gpt4-direct-2shotcot,32,,free,
logicnlg,test,270,gpt4-direct-2shotcot,33,,free,
logicnlg,test,239,gpt4-direct-2shotcot,33,,free,
logicnlg,test,336,gpt4-direct-2shotcot,33,,free,
logicnlg,test,195,gpt4-direct-2shotcot,33,,free,
logicnlg,test,197,gpt4-direct-2shotcot,33,,free,
logicnlg,test,32,gpt4-direct-2shotcot,33,,free,
logicnlg,test,305,gpt4-direct-2shotcot,33,,free,
logicnlg,test,448,gpt4-direct-2shotcot,33,,free,
logicnlg,test,450,gpt4-direct-2shotcot,33,,free,
logicnlg,test,422,gpt4-direct-2shotcot,33,,free,
logicnlg,test,78,gpt4-direct-2shotcot,34,,free,
logicnlg,test,56,gpt4-direct-2shotcot,34,,free,
logicnlg,test,24,gpt4-direct-2shotcot,34,,free,
logicnlg,test,46,gpt4-direct-2shotcot,34,,free,
logicnlg,test,252,gpt4-direct-2shotcot,34,,free,
logicnlg,test,260,gpt4-direct-2shotcot,34,,free,
logicnlg,test,70,gpt4-direct-2shotcot,34,,free,
logicnlg,test,480,gpt4-direct-2shotcot,34,,free,
logicnlg,test,420,gpt4-direct-2shotcot,34,,free,
logicnlg,test,204,gpt4-direct-2shotcot,34,,free,
logicnlg,test,298,gpt4-direct-2shotcot,35,,free,
logicnlg,test,219,gpt4-direct-2shotcot,35,,free,
logicnlg,test,299,gpt4-direct-2shotcot,35,,free,
logicnlg,test,134,gpt4-direct-2shotcot,35,,free,
logicnlg,test,275,gpt4-direct-2shotcot,35,,free,
logicnlg,test,466,gpt4-direct-2shotcot,35,,free,
logicnlg,test,126,gpt4-direct-2shotcot,35,,free,
logicnlg,test,484,gpt4-direct-2shotcot,35,,free,
logicnlg,test,436,gpt4-direct-2shotcot,35,,free,
logicnlg,test,73,gpt4-direct-2shotcot,35,,free,
logicnlg,test,234,gpt4-direct-2shotcot,36,,free,
logicnlg,test,329,gpt4-direct-2shotcot,36,,free,
logicnlg,test,202,gpt4-direct-2shotcot,36,,free,
logicnlg,test,255,gpt4-direct-2shotcot,36,,free,
logicnlg,test,335,gpt4-direct-2shotcot,36,,free,
logicnlg,test,369,gpt4-direct-2shotcot,36,,free,
logicnlg,test,452,gpt4-direct-2shotcot,36,,free,
logicnlg,test,367,gpt4-direct-2shotcot,36,,free,
logicnlg,test,290,gpt4-direct-2shotcot,36,,free,
logicnlg,test,108,gpt4-direct-2shotcot,36,,free,
logicnlg,test,33,gpt4-direct-2shotcot,37,,free,
logicnlg,test,137,gpt4-direct-2shotcot,37,,free,
logicnlg,test,205,gpt4-direct-2shotcot,37,,free,
logicnlg,test,161,gpt4-direct-2shotcot,37,,free,
logicnlg,test,474,gpt4-direct-2shotcot,37,,free,
logicnlg,test,117,gpt4-direct-2shotcot,37,,free,
logicnlg,test,28,gpt4-direct-2shotcot,37,,free,
logicnlg,test,166,gpt4-direct-2shotcot,37,,free,
logicnlg,test,350,gpt4-direct-2shotcot,37,,free,
logicnlg,test,459,gpt4-direct-2shotcot,37,,free,
logicnlg,test,285,gpt4-direct-2shotcot,38,,free,
logicnlg,test,352,gpt4-direct-2shotcot,38,,free,
logicnlg,test,491,gpt4-direct-2shotcot,38,,free,
logicnlg,test,138,gpt4-direct-2shotcot,38,,free,
logicnlg,test,407,gpt4-direct-2shotcot,38,,free,
logicnlg,test,236,gpt4-direct-2shotcot,38,,free,
logicnlg,test,402,gpt4-direct-2shotcot,38,,free,
logicnlg,test,486,gpt4-direct-2shotcot,38,,free,
logicnlg,test,430,gpt4-direct-2shotcot,38,,free,
logicnlg,test,273,gpt4-direct-2shotcot,38,,free,
logicnlg,test,87,gpt4-direct-2shotcot,39,,free,
logicnlg,test,404,gpt4-direct-2shotcot,39,,free,
logicnlg,test,311,gpt4-direct-2shotcot,39,,free,
logicnlg,test,36,gpt4-direct-2shotcot,39,,free,
logicnlg,test,331,gpt4-direct-2shotcot,39,,free,
logicnlg,test,349,gpt4-direct-2shotcot,39,,free,
logicnlg,test,462,gpt4-direct-2shotcot,39,,free,
logicnlg,test,136,gpt4-direct-2shotcot,39,,free,
logicnlg,test,343,gpt4-direct-2shotcot,39,,free,
logicnlg,test,107,gpt4-direct-2shotcot,39,,free,
logicnlg,test,181,gpt4-direct-2shotcot,40,,free,
logicnlg,test,189,gpt4-direct-2shotcot,40,,free,
logicnlg,test,83,gpt4-direct-2shotcot,40,,free,
logicnlg,test,186,gpt4-direct-2shotcot,40,,free,
logicnlg,test,325,gpt4-direct-2shotcot,40,,free,
logicnlg,test,232,gpt4-direct-2shotcot,40,,free,
logicnlg,test,446,gpt4-direct-2shotcot,40,,free,
logicnlg,test,439,gpt4-direct-2shotcot,40,,free,
logicnlg,test,51,gpt4-direct-2shotcot,40,,free,
logicnlg,test,470,gpt4-direct-2shotcot,40,,free,
logicnlg,test,425,gpt4-direct-2shotcot,41,,free,
logicnlg,test,148,gpt4-direct-2shotcot,41,,free,
logicnlg,test,395,gpt4-direct-2shotcot,41,,free,
logicnlg,test,116,gpt4-direct-2shotcot,41,,free,
logicnlg,test,338,gpt4-direct-2shotcot,41,,free,
logicnlg,test,23,gpt4-direct-2shotcot,41,,free,
logicnlg,test,35,gpt4-direct-2shotcot,41,,free,
logicnlg,test,360,gpt4-direct-2shotcot,41,,free,
logicnlg,test,98,gpt4-direct-2shotcot,41,,free,
logicnlg,test,295,gpt4-direct-2shotcot,41,,free,
logicnlg,test,185,gpt4-direct-2shotcot,42,,free,
logicnlg,test,316,gpt4-direct-2shotcot,42,,free,
logicnlg,test,321,gpt4-direct-2shotcot,42,,free,
logicnlg,test,150,gpt4-direct-2shotcot,42,,free,
logicnlg,test,282,gpt4-direct-2shotcot,42,,free,
logicnlg,test,40,gpt4-direct-2shotcot,42,,free,
logicnlg,test,193,gpt4-direct-2shotcot,42,,free,
logicnlg,test,63,gpt4-direct-2shotcot,42,,free,
logicnlg,test,274,gpt4-direct-2shotcot,42,,free,
logicnlg,test,235,gpt4-direct-2shotcot,42,,free,
logicnlg,test,373,gpt4-direct-2shotcot,43,,free,
logicnlg,test,22,gpt4-direct-2shotcot,43,,free,
logicnlg,test,413,gpt4-direct-2shotcot,43,,free,
logicnlg,test,135,gpt4-direct-2shotcot,43,,free,
logicnlg,test,309,gpt4-direct-2shotcot,43,,free,
logicnlg,test,176,gpt4-direct-2shotcot,43,,free,
logicnlg,test,433,gpt4-direct-2shotcot,43,,free,
logicnlg,test,183,gpt4-direct-2shotcot,43,,free,
logicnlg,test,49,gpt4-direct-2shotcot,43,,free,
logicnlg,test,194,gpt4-direct-2shotcot,43,,free,
logicnlg,test,472,gpt4-direct-2shotcot,44,,free,
logicnlg,test,482,gpt4-direct-2shotcot,44,,free,
logicnlg,test,172,gpt4-direct-2shotcot,44,,free,
logicnlg,test,390,gpt4-direct-2shotcot,44,,free,
logicnlg,test,110,gpt4-direct-2shotcot,44,,free,
logicnlg,test,79,gpt4-direct-2shotcot,44,,free,
logicnlg,test,479,gpt4-direct-2shotcot,44,,free,
logicnlg,test,174,gpt4-direct-2shotcot,44,,free,
logicnlg,test,475,gpt4-direct-2shotcot,44,,free,
logicnlg,test,357,gpt4-direct-2shotcot,44,,free,
logicnlg,test,81,gpt4-direct-2shotcot,45,,free,
logicnlg,test,412,gpt4-direct-2shotcot,45,,free,
logicnlg,test,388,gpt4-direct-2shotcot,45,,free,
logicnlg,test,3,gpt4-direct-2shotcot,45,,free,
logicnlg,test,445,gpt4-direct-2shotcot,45,,free,
logicnlg,test,414,gpt4-direct-2shotcot,45,,free,
logicnlg,test,142,gpt4-direct-2shotcot,45,,free,
logicnlg,test,301,gpt4-direct-2shotcot,45,,free,
logicnlg,test,229,gpt4-direct-2shotcot,45,,free,
logicnlg,test,112,gpt4-direct-2shotcot,45,,free,
logicnlg,test,214,gpt4-direct-2shotcot,46,,free,
logicnlg,test,478,gpt4-direct-2shotcot,46,,free,
logicnlg,test,359,gpt4-direct-2shotcot,46,,free,
logicnlg,test,332,gpt4-direct-2shotcot,46,,free,
